# Reseau de metro long créé par le script python (généré par IA)
# Format :
# STATION;id;nom
# EDGE;id_depart;id_arrivee;temps_en_minutes
STATION;70;Pont Martin
STATION;71;Rue Voltaire
STATION;72;Mairie de Martin
STATION;73;Église Vincennes
STATION;74B;Saint Lazare
STATION;75B;Boulevard Clichy
STATION;76;Saint Vincennes
STATION;77;Boulevard Hugo
STATION;78;Porte de Martin
STATION;79;Pont Vincennes
STATION;80;Église Voltaire
STATION,81,Place Monceau
STATION;82;Église Orléans
STATION;83;Rue Pasteur
STATION;84;Église Voltaire
STATION;85;Boulevard Monceau
STATION;86;Rue Dumas
STATION,87,Avenue Dumas
STATION;88;Château Clichy
STATION;89;Saint Jaurès
STATION;90;TEST_DO_NOT_USE_90
STATION;91;Porte de Sèvres
STATION;92;Place Hugo
STATION;93;Général Pasteur
STATION,94,Pont Lazare
STATION;95;Église Lazare
STATION;96;Porte de Sèvres
STATION;97;Avenue Lazare
STATION;98;Mairie de Lazare
STATION;99;Saint Dumas
STATION;100B;Porte de Clichy
STATION;101;Château Cloud
STATION;102;Pont Lecourbe
STATION;103;Saint Monceau
STATION;104;Avenue Sèvres
STATION;105;Mairie de Lazare
STATION;106;Église Orléans
STATION;107;Château Vincennes
STATIO;108;Avenue Cloud
STATION;109;Porte de Italie
STATION;110;Château Martin
STATION;111;Avenue Hugo
STATION;112;Saint Cloud
STATION;113;TEST_DO_NOT_USE_113
STATION,114,Boulevard Jaurès
STATION;115;Château Jaurès
STATION;116;Boulevard Michel
STATION;117;Château Michel
STATION;118;Mairie de Dumas
STATION;119;Général Monceau
STATIO;120;Général Voltaire
STATION;121;TEST_DO_NOT_USE_121
STATION;122;Mairie de Orléans
STATION;123B;Porte de Lecourbe
STATION;;Fantôme
STATION;125;Château Lazare
STATION;126;Place Martin
STATION;127;Saint Cloud
STATION;128;Rue Vincennes
STATION;129;Rue Lazare
STATION;130;Général Dumas
STATION;131;Avenue Lazare
STATION;132;Saint Jaurès
STATION;133;Pont Clichy
STATION;134;Château Vincennes;En travaux
STATION;135;Général Pasteur
STATION;136;Général Sèvres
STATION;137;Boulevard Jaurès
STATION;138;Avenue Italie
STATION;139;Mairie de Martin
STATION;140;Château Lecourbe
STATION;141;Porte de Michel
STATION;142;Église Voltaire
STATION;143;Mairie de Cloud
STATION;144;Place Hugo;En travaux
STATION;145;Porte de Sèvres
STATION;146;Mairie de Vincennes
STATION;147;Saint Lazare
STATION;148;Place Monceau
STATION;149;Boulevard Lazare
STATION;150;Porte de Jaurès
STATION;151;Pont Monceau
STATION;152;Pont Lazare
STATION;153;Avenue Michel
STATION;154;Place Clichy
STATION;155;Mairie de Clichy
STATION;156;Saint Monceau
STATION,157,Général Italie
STATION;;Fantôme
STATION;159;Mairie de Martin
STATION;160;Avenue Orléans
STATION;161;Église Monceau
STATION;;Fantôme
STATION;163;Boulevard Cloud
STATION;164;Église Hugo
STATION;165;Pont Clichy
STATION,166,Boulevard Cloud
STATION;167;Château Clichy
STATION;168;Boulevard Lazare
STATION;169;Château Clichy
STATION;170;Avenue Martin
STATION;171;Rue Hugo
STATION;172;Général Dumas
STATION;173;TEST_DO_NOT_USE_173
STATION;174;Saint Michel
STATION;175;Place Lecourbe
STATION;176;Avenue Jaurès
STATION;177;Pont Vincennes
STATION;178;Général Monceau
STATION;179;Avenue Vincennes
STATION;180;Général Cloud
STATIO;181;Porte de Sèvres
STATION;182;Mairie de Pasteur
STATION;183;Boulevard Cloud
STATION;184;Avenue Dumas
STATION;185;Pont Voltaire
STATION;186;Saint Lazare
STATION;187;Mairie de Michel
STATION;188;Saint Lecourbe;En travaux
STATION;;Fantôme
STATION;190;Saint Orléans
STATION;191;Boulevard Sèvres
STATION;192;Avenue Dumas
STATION;193;Mairie de Clichy
STATION;194;Porte de Jaurès
STATION;195;TEST_DO_NOT_USE_195
STATION;196;Église Lecourbe
STATION;197;Général Pasteur
STATION;198;Place Dumas
STATION;199;Général Clichy
STATION;200;Pont Sèvres
STATION;201;Boulevard Italie
STATION;202;Pont Dumas
STATION;203;Général Jaurès
STATION;204;Porte de Hugo
STATION;205;Château Hugo
STATION;206;Général Pasteur
STATION;207;Pont Michel
STATION;208;Château Clichy
STATION;209;Boulevard Monceau
STATION;210;Église Sèvres
STATION;211;Place Martin
STATION;212;Rue Orléans
STATION;213;Rue Martin;En travaux
STATION;214;Saint Cloud
STATION;215;Avenue Clichy
STATION;216;Avenue Hugo
STATION;217;Pont Vincennes
STATION;218;Église Sèvres
STATION;219;Général Jaurès
STATION;220;Pont Vincennes
STATION;221;Boulevard Sèvres
STATION;222;Église Dumas
STATION;223;Avenue Orléans
STATION;224;Saint Italie
STATION;225;TEST_DO_NOT_USE_225
STATION;226;Général Jaurès
STATION;227;Rue Lecourbe
STATION;228;Général Martin
STATION,229,Avenue Lecourbe
STATION;230;Château Orléans
STATION;231;Château Cloud
STATION;232;Église Voltaire
STATION;233;Rue Clichy
STATION;234;Boulevard Clichy
STATION;235;TEST_DO_NOT_USE_235
STATION;236;Château Sèvres
STATION;237;Place Italie
STATION;238;Pont de 
STATION;239;Boulevard Dumas
STATION;;Fantôme
STATION;241;Rue Cloud
STATION,242,Porte de Lecourbe
STATION;243;Général Monceau
STATION;244;Château Michel
STATION;245;Église Jaurès
STATION;246;Saint Voltaire
STATION;247;Saint Sèvres
STATION;248;Pont Italie
STATION;249;Avenue Monceau
STATION;249;Doublon Porte de Hugo
STATION;251;Avenue Michel
STATION;252;Saint Italie
STATION;253;Avenue Clichy
STATION;254;Porte de Italie
STATION;255;Porte de Lecourbe
STATION;256;Château Clichy
STATION;257;Mairie de Lecourbe
STATION;258;Porte de Sèvres
STATION;259;Porte de Lecourbe
STATION;260;Mairie de Sèvres
STATION;261;Général Vincennes
STATION;262;Porte de Italie
STATION;263;Rue Michel
STATION;264;Place Orléans
STATION;265;Saint Pasteur
STATION;266;Rue Orléans
STATION;267;Boulevard Monceau
STATION;268;Général Dumas
STATION;269;Avenue Cloud
STATION;270;Porte de Cloud
STATION;271;TEST_DO_NOT_USE_271
STATION;272;Général Lazare
STATION,273,Château Sèvres
STATION;274;Porte de Voltaire
STATION;275;Saint Lazare
STATION;276B;Avenue Pasteur
STATION;277;Pont Clichy
STATION;278;Saint Lecourbe
STATION;279;Église Monceau
STATION;280;Général Cloud
STATIO;281;Place Jaurès
STATION;282;Église Martin
STATION;283;Rue Michel
STATION;284;Château Clichy;En travaux
STATION;285;Avenue Cloud
STATION;286;Général Voltaire
STATION;287;Rue Clichy
STATION;;Fantôme
STATION;289;Saint Pasteur
STATION;290;Mairie de Italie
STATION;291;Château Jaurès
STATION;292;Rue Lecourbe
STATION;293;Église Michel
STATION;294;Boulevard Pasteur
STATION;295;Église Cloud
STATION;296;Église Orléans
STATIO;297;Général Lecourbe
STATION;298;Porte de Cloud
STATION;299;Boulevard Orléans
STATION;300;Pont Pasteur
STATION;301;Rue Jaurès
STATION;302;Général Hugo
STATION;303;Place Monceau
STATION;304;Boulevard Cloud
STATION;305;Général Lecourbe
STATION,306,Église Orléans
STATION;307;Mairie de Vincennes
STATION;308;Avenue Clichy
STATION;309;Place Italie
STATION;310;Boulevard Dumas
STATION;311;Avenue Sèvres
STATION;312;Château Michel
STATION;313;Château Dumas
STATION;314;Général Hugo
STATION;315;Église Vincennes
STATION;316;Saint Lecourbe
STATION;317;Place Lazare
STATION;318;Mairie de Sèvres
STATION;319;Porte de Cloud
STATION;320;Général Cloud
STATION;321;Château Pasteur
STATION;322;Église Italie
STATION;323;Place Orléans
STATION;324;Château Jaurès
STATION;325;Avenue Dumas
STATION;326;Rue Italie
STATION;327;Rue Martin
STATION;328;Général Clichy
STATION;329;Mairie de Italie
STATION;330;Porte de Voltaire
STATION;331;Église Lecourbe
STATION;332;Place Pasteur
STATION;333;Château Pasteur
STATION;334;Mairie de Lazare
STATION;335;Général Dumas
STATION;336;Mairie de Michel
STATION;337;Avenue Dumas
STATION;338;Rue Clichy
STATION;339;Château Lecourbe
STATION;340;Église Clichy
STATION;341;Rue Lazare
STATION;342;Saint Lecourbe
STATION;343;Rue Orléans
STATION;344;Rue Martin
STATION;345;Mairie de Michel
STATION;345;Doublon Avenue Jaurès
STATION;347;Mairie de Michel
STATION;348;Château Lecourbe
STATION;349B;Église Vincennes
STATION;350;Saint Hugo
STATION;351;Général Voltaire
STATION;352;Château Pasteur
STATION;353;Général Monceau;En travaux
STATION;354;Mairie de Monceau
STATION;355;Église Voltaire;En travaux
STATION;355;Doublon Boulevard Cloud
STATION;357;Place Italie
STATION;358;Pont Cloud
STATION,359,Avenue Michel
STATION;360;Porte de Lazare
STATION;361;Pont Jaurès
STATION;362;Saint Sèvres
STATION;363;Avenue Monceau
STATION;364;Général Michel
STATION;365;Avenue Dumas
STATION;366;Boulevard Sèvres
STATION;367;Boulevard Pasteur
STATION;368;Mairie de Monceau
STATION;369;Avenue Dumas
STATION;370;Pont Dumas
STATION;371;Avenue Michel
STATION;;Fantôme
STATION;373;Avenue Hugo;En travaux
STATION;374;Rue Sèvres
STATION;375;Rue Hugo
STATION;376;Mairie de Monceau;En travaux
STATION;377;Mairie de Pasteur
STATION;378;Mairie de Michel
STATION;379;Porte de Voltaire
STATION;380;Boulevard Michel
STATION;381;Porte de Italie
STATION;382;Boulevard Martin
STATION;383;Rue Orléans
STATION;384;Saint Voltaire
STATION;385;Avenue Martin
STATION;386;Église Clichy
STATION;387;Mairie de Michel
STATION;388;Porte de Monceau
STATION;389;Pont Sèvres
STATION;390;Avenue Monceau
STATION;391;Porte de Sèvres
STATION;392;Pont Clichy
STATION;393;Saint Michel
STATION;394;Boulevard Pasteur
STATION;395;Château Cloud
STATION;396;Avenue Monceau
STATION;397;Église Lecourbe
STATION;398;Château Voltaire
STATION;399;Rue Voltaire
STATION;400;Porte de Orléans
STATION;401;Boulevard Lecourbe
STATION;402;Avenue Vincennes
STATION;403;Pont Michel
STATION;404B;Place Monceau
STATION;405;Boulevard Vincennes
STATION;406;Église Vincennes
STATION;407;Pont Sèvres
STATION;408;Avenue Hugo
STATION;409;Général Clichy
STATION,410,Porte de Vincennes
STATION;411;Porte de Sèvres
STATION;412;Place Orléans
STATION;413;Château Clichy
STATION;414;Boulevard Sèvres
STATION;415;Place Vincennes
STATION;416;Avenue Lazare
STATION;417;Porte de Michel
STATION;418B;Rue Cloud
STATION;419;Pont Sèvres
STATION;420;Rue Dumas
STATION;421;Église Voltaire
STATION;422;Boulevard Orléans
STATION;423;Pont Clichy
STATION;424;Pont Sèvres
STATION;;Fantôme
STATION;426;Église Lazare
STATION;427;Église Sèvres
STATION;428;Église Hugo
STATION;429;Rue Clichy
STATION;430;Boulevard Clichy
STATION;;Fantôme
STATION;432;Général Orléans
STATION;433;Rue Sèvres
STATION;434;Général Jaurès
STATION,435,Boulevard Jaurès
STATION;436;Avenue Pasteur
STATION;437;Rue Vincennes
STATION;438;Mairie de Monceau
STATION;439;Avenue Hugo
STATION;440;Église Lazare
STATION;441;Mairie de Pasteur;En travaux
STATION;442;Porte de Monceau
STATION;443;Avenue Pasteur
STATION;444;Église Orléans
STATION,445,Mairie de Cloud
STATION;446;Avenue Lazare
STATION;447;Pont Sèvres
STATION;448;Avenue Jaurès
STATION;449;Avenue Voltaire
STATION;450;Château Clichy
STATION;451;Pont Dumas
STATION;452;Porte de Clichy
STATION;453;Place Lazare
STATION;454;Porte de Italie
STATION;455;Général Monceau
STATION;456;Rue Michel
STATION;457;Général Pasteur
STATION;458;Château Orléans
STATION;459;Rue Pasteur
STATION;460;Saint Clichy
STATION;461;Général Michel
STATION;462;Avenue Martin
STATION;463;Rue Dumas
STATION;464;Église Dumas
STATION;465;Pont Dumas
STATION;466;Avenue Italie
STATION;467;Pont Hugo
STATION;468;Église Monceau
STATION;469;Général Clichy
STATION;470;Place Orléans
STATION;471;Château Dumas
STATION;472;Porte de Hugo
STATION;473;Pont de 
STATION;474;Mairie de Italie;En travaux
STATION;475;Place Lecourbe
STATION;476B;Château Dumas
STATION;;Fantôme
STATION;478;Général Pasteur
STATION;479;Saint Lazare
STATION;479;Doublon Avenue Orléans
STATION;481B;Saint Clichy
STATION;482;Église Pasteur
STATION;483;Château Jaurès
STATION;484;Boulevard Martin
STATION;485;Avenue Lecourbe;En travaux
STATION;486;TEST_DO_NOT_USE_486
STATION;487;Château Hugo
STATION;488;Boulevard Dumas
STATION;489;Porte de Voltaire
STATION;489;Doublon Église Dumas
STATION;491;Place Clichy
STATION;492;Général Jaurès
STATION;493;Château Michel
STATION;494;Rue Vincennes
STATION;495;Boulevard Lazare
STATION;;Fantôme
STATION;497;Mairie de Jaurès
STATION;498;Église Dumas
STATION;499;Général Cloud
STATION;500B;Saint Michel
STATION;501;Porte de Orléans
STATION;502B;Boulevard Michel
STATION;503;Boulevard Voltaire
STATION;504;Église Cloud
STATION;505;Mairie de Italie
STATION;506;Pont Dumas
STATION;507;Porte de Pasteur
STATION;508;Général Sèvres
STATION;509;Avenue Sèvres
STATION;510;Place Monceau
STATION;511;Pont Clichy
STATION;512;Porte de Clichy
STATION;513;Porte de Lazare
STATION;514;Rue Dumas
STATION;515;Avenue Michel;En travaux
STATION;516;Place Vincennes
STATION;517;Église Jaurès
STATION;518;Général Vincennes
STATION;519;Église Monceau
STATION;520;Rue Jaurès
STATION;521;Pont Italie
STATION;522;Pont Cloud
STATION;523;Avenue Lecourbe
STATION;524;Porte de Lazare
STATION;;Fantôme
STATION;526;Général Hugo
STATIO;527;Église Lazare
STATION;528;Place Voltaire
STATION;529;Rue Martin
STATION;530;Porte de Lazare
STATION;531;Château Sèvres
STATION;532;Général Lazare
STATION;533;Saint Lecourbe
STATION;534;Rue Vincennes
STATION;535;Avenue Lazare
STATION;536;Avenue Italie
STATION;537;TEST_DO_NOT_USE_537
STATION;538;Général Italie
STATION;539;Porte de Orléans
STATION;540;Mairie de Martin
STATION;541;Boulevard Jaurès
STATION;542;Général Orléans
STATION;543;Porte de Clichy
STATION;544;Pont Vincennes
STATION;545;Pont Vincennes
STATION;546;Saint Martin
STATION;547;Général Sèvres;En travaux
STATION;548;Boulevard Orléans
STATION;549;Général Lazare
STATION;550;Mairie de Michel;En travaux
STATION;551;Pont Hugo
STATION;552;Avenue Dumas
STATION;553;Église Italie;En travaux
STATION;554;Avenue Voltaire
STATION;555;Place Italie
STATION;556;Boulevard Michel
STATION;557;Place Sèvres
STATION;558;Boulevard Lazare
STATION;559;Porte de Vincennes
STATION,560,Avenue Orléans
STATION;561;Porte de Michel
STATION;562;Boulevard Michel
STATION;563;Château Lecourbe
STATION;564;Église Orléans;En travaux
STATION;565;Château Cloud
STATION;566;Général Lecourbe
STATION;567;Saint Lazare
STATION,568,Pont Lazare
STATION;568;Doublon Porte de Sèvres
STATION;570;Porte de Italie
STATION;571;Place Hugo
STATION;572;Place Dumas
STATION,573,Place Lazare
STATION;574;TEST_DO_NOT_USE_574
STATION;574;Doublon Avenue Clichy
STATION;576;Saint Clichy
STATION;577;Avenue Orléans
STATION;578;Général Lecourbe
STATION;579;Boulevard Hugo
STATION;580;Saint Lecourbe
STATION;581;Boulevard Martin
STATION;582;Boulevard Pasteur
STATION;583;Château Martin
STATION;584;Église Jaurès
STATION;585;Boulevard Cloud
STATION;586;Place Lazare
STATION;587;Porte de Lazare
STATION;588;Mairie de Vincennes
STATION;589;Avenue Hugo
STATION;590;Pont Clichy;En travaux
STATION;591;Porte de Italie
STATION;592;Église Michel
STATION;593;Boulevard Italie
STATION;594;Général Voltaire
STATION;595;Place Lazare;En travaux
STATION;596;Rue Monceau
STATION;597;Rue Michel
STATION;598;Général Italie
STATION;599;Saint Orléans
STATION;600;Pont de 
STATION;601;Mairie de Hugo
STATION;602;Mairie de Clichy
STATION;603;Mairie de Vincennes
STATION;604;Rue Pasteur
STATIO;605;Rue Monceau
STATION;606;Rue Cloud
STATION;607;Pont de 
STATION;608;Boulevard Michel
STATION,609,Saint Hugo
STATION;610;Avenue Hugo
STATION;611;Saint Martin
STATION;;Fantôme
STATION;613;Mairie de Dumas
STATION;614;TEST_DO_NOT_USE_614
STATION;615;Saint Clichy
STATION;616;Pont de 
STATION;617;Place Monceau
STATION;618;Rue Voltaire
STATION;619;Rue Martin
STATION;620;Saint Michel
STATION;621;Mairie de Lecourbe
STATION;622;Place Italie
STATION;623;Général Michel
STATION;624;Rue Dumas
STATION;625;Pont Martin
STATION;626;Boulevard Hugo
STATION,627,Mairie de Pasteur
STATION;628;Château Clichy
STATION;629;Château Voltaire
STATION;630;Château Michel
STATION;631;Général Jaurès;En travaux
STATION;632;Pont Vincennes;En travaux
STATION;633;Église Lazare
STATION;634;Pont Monceau
STATION;635;Boulevard Sèvres
STATION;636;Place Italie
STATION;637;Place Clichy
STATION;638;Avenue Sèvres
STATION;639;Général Cloud
STATION;640;Place Cloud
STATION;641;Boulevard Monceau
STATION;642;Place Sèvres
STATION;643;Place Voltaire
STATION;644;Pont Voltaire
STATION;645;Mairie de Hugo
STATION;646;Église Michel
STATION;647;Saint Lecourbe
STATION;648B;Boulevard Cloud
STATION;649;TEST_DO_NOT_USE_649
STATION;650;Avenue Orléans
STATION;651;Porte de Orléans
STATION;652;Porte de Orléans
STATION;653;Boulevard Voltaire
STATION;654;Château Pasteur
STATION;655;Église Vincennes
STATION;656;Pont Hugo
STATION;657;Général Cloud
STATION;658;Église Michel
STATION;659;Château Hugo
STATION;660;TEST_DO_NOT_USE_660
STATION;661;Saint Lazare
STATION;662;Porte de Cloud
STATION;663;Église Pasteur
STATION;664;Château Martin
STATION;665;Avenue Dumas
STATION;666;Saint Italie
STATION,667,Général Martin
STATION;668;Pont Michel
STATION;669;Église Italie;En travaux
STATION;670;Pont Lazare
STATION;671B;Château Martin
STATION;672;Pont Pasteur
STATION;673;Place Italie
STATION;;Fantôme
STATION;675;Général Italie
STATION;676;Boulevard Monceau
STATION;677;Mairie de Dumas
STATION;678;Boulevard Cloud
STATION;679;Pont Pasteur
STATION;680;Mairie de Orléans
STATION;681;Pont Italie
STATION;682;Porte de Dumas
STATION;683;Place Orléans
STATION;684;Pont Clichy
STATION;685;Porte de Sèvres
STATION;686;Porte de Cloud
STATION;687;Porte de Lazare
STATION;688;Porte de Voltaire
STATION;689;Avenue Italie
STATION;690;Avenue Dumas
STATION;691;Mairie de Italie
STATION;692;TEST_DO_NOT_USE_692
STATION;693;Pont de 
STATION;694;Boulevard Clichy
STATION;695;Château Michel
STATION;696;Saint Cloud
STATION;697;Porte de Dumas
STATION;698;Église Lazare
STATION;699;Boulevard Voltaire
STATION;700;Boulevard Pasteur
STATION;701;Château Dumas
STATION;702;Rue Martin
STATION;703;Porte de Dumas
STATION;704;Mairie de Monceau
STATION;705;Boulevard Monceau
STATION;706;Pont Vincennes
STATION;707;Rue Cloud
STATION;708;TEST_DO_NOT_USE_708
STATION;709;Porte de Voltaire
STATION;710;Rue Italie
STATION;711;Avenue Orléans
STATION;712B;Saint Jaurès
STATION;713B;Porte de Voltaire
STATION;714;Boulevard Cloud
STATION;715;Saint Michel;En travaux
STATION;716;Rue Clichy
STATION;717;Saint Clichy
STATION;718;Avenue Cloud
STATION;719;Rue Lazare
STATION;720;Avenue Pasteur
STATION;721;Général Hugo
STATION;722;Saint Clichy
STATION;723;Boulevard Vincennes;En travaux
STATION;724;Église Pasteur
STATION;725B;Église Vincennes
STATION;726;Place Michel
STATION;727;Château Hugo
STATION;728;Rue Orléans
STATION;729;Église Michel
STATION;730;Rue Hugo
STATION;731;Porte de Martin
STATION;732;Rue Pasteur
STATION;733;Général Italie
STATION;734;Place Lecourbe
STATION;735;Rue Italie
STATION;736;TEST_DO_NOT_USE_736
STATION;737;Avenue Jaurès
STATION;738;Place Voltaire
STATION;739;Général Vincennes
STATION;740;Avenue Lazare
STATION;741;Boulevard Italie
STATION;742;Château Sèvres
STATION;743;Porte de Dumas
STATION;744;Avenue Pasteur
STATION;745;Saint Orléans
STATION;746;Avenue Voltaire
STATION;747;Place Dumas
STATION;748;Place Lecourbe
STATION;749;Général Michel
STATION;750;Place Clichy
STATION;751;Église Dumas
STATION,752,Église Cloud
STATION;753;Général Voltaire
STATION;754;Pont Lecourbe
STATION;755;Église Pasteur;En travaux
STATION;756;Porte de Sèvres
STATION;757;Saint Hugo
STATION;758;Église Italie
STATION,759,Boulevard Lazare
STATION;760;Pont Cloud
STATION;761;Place Martin
STATION;762;Saint Vincennes
STATION;763;Boulevard Cloud
STATION;764B;Porte de Clichy
STATION;765;Mairie de Cloud;En travaux
STATION;766;Porte de Monceau
STATION;767;Avenue Michel
STATION;768;Mairie de Dumas
STATION;769;Boulevard Dumas
STATION;770;Mairie de Michel
STATION;771;Rue Pasteur
STATION;772;Château Pasteur
STATION;773;Mairie de Cloud
STATION;774;Porte de Lazare
STATION;775;Avenue Sèvres
STATION;776;Église Dumas
STATION;777;Avenue Pasteur
STATION;778;Général Lecourbe
STATION;779;Avenue Lecourbe
STATION;780;Pont de 
STATION;781;Porte de Orléans
STATION;782;TEST_DO_NOT_USE_782
STATION;783;Avenue Lecourbe
STATION;784;Saint Michel
STATION;785;Porte de Michel
STATION;786;Mairie de Vincennes
STATION;787;Boulevard Pasteur
STATION;788B;Général Hugo
STATION;789;Pont Martin;En travaux
STATION;790;Boulevard Italie
STATION;791;Rue Dumas
STATION;792;Boulevard Voltaire
STATION;793;Mairie de Hugo
STATION;794B;Saint Orléans
STATION;795;TEST_DO_NOT_USE_795
STATION;796;Boulevard Michel
STATION;797;Rue Hugo
STATION;798;Boulevard Vincennes
STATION;799;TEST_DO_NOT_USE_799
STATION;800;Château Jaurès
STATION;801;Rue Michel
STATION;802;Pont Sèvres
STATION;803;Général Hugo
STATION;804;Général Cloud
STATION;805;Pont Clichy
STATION;806;Rue Italie
STATION;807;Porte de Lecourbe
STATION,808,Place Clichy
STATION;809;Château Lazare
STATION;810;Église Michel
STATION;811;Avenue Sèvres
STATION;812;Porte de Lazare
STATION;813;Château Hugo
STATION;814;Rue Vincennes
STATION;815;Rue Lecourbe
STATION;;Fantôme
STATION;817;Château Clichy
STATION;818;Boulevard Michel
STATION;819;Porte de Pasteur
STATION;820;Général Hugo
STATION;821;Mairie de Dumas
STATION;822;Château Monceau
STATION;823;Porte de Monceau
STATION;824;Château Vincennes;En travaux
STATION;825;Église Hugo
STATION;;Fantôme
STATION;827;Château Jaurès
STATION;828;Place Lecourbe;En travaux
STATION;829;Porte de Martin
STATION;829;Doublon Saint Lazare
STATION;831;Porte de Lecourbe
STATION;832;Général Cloud
STATION;833;Boulevard Lecourbe
STATION;834;Place Voltaire
STATION;835;Pont Hugo
STATION;836;Porte de Voltaire;En travaux
STATION;837;Boulevard Martin
STATION;;Fantôme
STATION;839;Saint Vincennes
STATION;840;Mairie de Michel
STATION;841;Église Lazare
STATION;842;Général Italie
STATION;843B;Place Clichy
STATION;844;Château Pasteur
STATION;845;TEST_DO_NOT_USE_845
STATION,846,Boulevard Clichy
STATION;847;Rue Clichy
STATION;848;Église Monceau
STATION;849;Église Pasteur
STATION;850;Rue Italie
STATION;851;Place Orléans
STATION;852;Église Cloud
STATION;853;Rue Lecourbe
STATION;854;Place Lecourbe
STATION;855;Saint Hugo
STATION;856;Rue Monceau
STATION;857;Mairie de Pasteur
STATION;858;Porte de Martin
STATION;859;Rue Dumas
STATION;860;Général Michel
STATION;861;Avenue Martin
STATION;;Fantôme
STATION;863;Avenue Monceau;En travaux
STATION;864;Général Voltaire
STATION;865;Porte de Hugo
STATION,866,Mairie de Clichy
STATION;867;Rue Pasteur
STATION;868;Château Pasteur
STATION;869;Avenue Clichy
STATION;870;Avenue Orléans
STATION;871;Rue Dumas
STATION;872;Porte de Lazare;En travaux
STATION;873;Général Martin;En travaux
STATION;874;Rue Dumas
STATION;875;Porte de Michel
STATION;876;TEST_DO_NOT_USE_876
STATION,877,Mairie de Hugo
STATION;878;Place Lazare
STATION;878;Doublon Rue Clichy
STATION;880;Mairie de Sèvres;En travaux
STATION;880;Doublon Place Clichy
STATION;882;Place Voltaire
STATION;883;Place Pasteur
STATION;884;Mairie de Pasteur
STATION;885;Château Hugo
STATION;886;Porte de Pasteur
STATION;887;Saint Martin
STATION;;Fantôme
STATION;889;Saint Vincennes
STATION;890;Château Sèvres
STATION;891;Place Lazare
STATION;892;Place Orléans
STATION;893;Château Hugo
STATION;894;Saint Jaurès
STATION;895;TEST_DO_NOT_USE_895
STATION;896;Boulevard Monceau
STATION;897;Saint Lecourbe
STATION;898;Général Voltaire
STATION;899;Porte de Italie
STATION;900;Mairie de Martin
STATION;901;Général Italie
STATION;902;Place Jaurès
STATION;903;Avenue Pasteur
STATION;904;Mairie de Cloud;En travaux
STATION;905;Château Vincennes
STATION;906;Rue Orléans
STATION;907;Boulevard Sèvres
STATION;908;Église Italie
STATION;909;Avenue Martin
STATION;910;Général Michel
STATION;911;Boulevard Martin
STATION,912,Église Lazare
STATION;913;TEST_DO_NOT_USE_913
STATION;914;Saint Sèvres
STATION;915;Général Cloud
STATION;916;Général Sèvres
STATION;917;Rue Lecourbe
STATION;918;Rue Martin
STATION,919,Porte de Italie
STATION;920;Pont Jaurès
STATION;921;Général Jaurès
STATION;922;Rue Lazare
STATION;923;Pont Hugo
STATION;924;Général Lazare
STATION;925;Église Lecourbe
STATION;926;Boulevard Jaurès
STATION,927,Mairie de Monceau
STATION;928;Avenue Voltaire
STATION;929;Église Hugo
STATION;930;Église Jaurès
STATION;931;Saint Italie
STATION;932;Saint Lazare
STATION;933;Église Clichy
